created_at,field1 (Ambient Temperature),field2 (Ambient Humidity),field3 (soil temperature),field4 (Leaf wetness sensor),field5 (Soil moisute sensor)
2021-10-27T10:33:23+00:00,33.08519,35.42042,20.82713,13015.0,13908.451
2021-10-27T10:34:50+00:00,33.41605,35.08549,20.99256,13045.0,13888.889
2021-10-27T11:06:35+00:00,31.13317,39.22792,20.8933,13176.0,13967.695
2021-10-27T11:08:04+00:00,31.43093,38.92826,20.81059,13061.0,14243.529
2021-10-27T11:09:33+00:00,31.76179,38.18791,20.71133,13025.0,13908.451
2021-10-27T11:11:02+00:00,32.09264,37.48281,20.8933,13019.0,14054.275
2021-10-27T11:12:31+00:00,32.37386,36.74247,20.64516,13031.0,14082.063
2021-10-27T11:14:00+00:00,32.44004,36.31941,20.64516,13103.0,13928.013
2021-10-27T11:15:29+00:00,32.57237,36.10788,21.47229,13098.0,14015.151
2021-10-27T11:16:56+00:00,32.58892,36.17839,19.98346,13198.0,13888.889
2021-10-27T11:18:23+00:00,32.58892,35.84347,19.8842,13039.0,14015.151
2021-10-27T11:19:50+00:00,32.58892,35.82584,19.8842,13004.0,13947.575
2021-10-27T11:51:28+00:00,29.11497,44.42799,20.51282,13103.0,14160.977
2021-10-27T11:53:05+00:00,29.2804,43.93443,20.49628,13079.0,13888.889
2021-10-27T11:54:34+00:00,29.77667,42.8239,20.47974,13165.0,14112.961
2021-10-27T11:56:01+00:00,30.10753,41.87202,20.36394,13191.0,14207.597
2021-10-27T12:27:37+00:00,27.06369,52.27217,20.26468,13107.0,14034.714
2021-10-27T12:29:16+00:00,27.22911,52.67759,20.24814,13124.0,13947.575
2021-10-27T12:30:54+00:00,27.69231,52.0959,19.55335,13165.0,13908.451
2021-10-27T13:02:24+00:00,25.64103,60.45126,20.18197,13121.0,13888.889
2021-10-27T13:03:54+00:00,25.87262,60.43363,19.96692,13054.0,13928.013
2021-10-27T13:05:23+00:00,26.41853,58.8648,20.6617,13106.0,14034.714
2021-10-27T13:36:51+00:00,24.8139,64.64658,19.90074,13050.0,13888.889
2021-10-27T13:38:18+00:00,24.97932,64.4174,19.93383,13103.0,13967.136
2021-10-27T13:39:47+00:00,25.4756,63.23639,19.83457,13032.0,14054.275
2021-10-27T13:41:14+00:00,25.83954,61.79094,20.03308,13032.0,14160.977
2021-10-27T13:42:41+00:00,26.1373,60.87432,19.98346,13141.0,14073.838
2021-10-27T13:44:08+00:00,26.30273,60.23973,19.90074,13054.0,13947.575
2021-10-27T13:45:35+00:00,26.46815,59.376,19.80149,13177.0,14074.396
2021-10-27T13:47:12+00:00,26.53433,59.04108,19.98346,13017.0,13947.575
2021-10-27T14:18:51+00:00,24.15219,68.70087,19.80149,13100.0,13967.136
2021-10-27T14:20:30+00:00,24.31762,68.38356,19.75186,13089.0,13928.013
2021-10-27T14:21:57+00:00,24.97932,66.70897,19.58644,13065.0,14350.231
2021-10-27T14:53:26+00:00,23.65591,73.35448,19.48718,13147.0,14200.1
2021-10-27T14:54:55+00:00,23.82134,73.35448,19.58644,13022.0,14184.286
2021-10-27T14:56:25+00:00,24.31762,71.57412,19.47064,13079.0,14219.662
2021-10-27T14:57:54+00:00,24.71464,70.11106,19.53681,13117.0,14006.26
2021-10-27T14:59:21+00:00,24.97932,68.84188,19.50372,13116.0,14009.713
2021-10-27T15:00:48+00:00,25.16129,67.74898,19.56989,13048.0,13908.451
2021-10-27T15:02:15+00:00,25.31017,67.11441,19.42101,13162.0,14116.709
2021-10-27T15:34:07+00:00,23.22581,74.74706,19.37138,13029.0,13947.575
2021-10-27T15:35:34+00:00,23.58974,74.41212,19.2225,13039.0,14203.849
2021-10-27T15:37:03+00:00,24.06948,72.24397,19.48718,13108.0,14029.224
2021-10-27T15:38:40+00:00,24.4665,71.0453,19.37138,13103.0,13986.698
2021-10-27T15:40:09+00:00,24.66501,69.91716,19.25558,13057.0,14227.888
2021-10-27T15:41:38+00:00,24.84698,69.52934,19.04053,13161.0,13987.256
2021-10-27T15:43:07+00:00,24.97932,68.11916,19.52026,13152.0,13987.256
2021-10-27T15:44:36+00:00,25.02895,67.90764,19.42101,13066.0,13947.575
2021-10-27T16:16:07+00:00,22.66336,75.61078,18.39537,13021.0,14156.391
2021-10-27T16:17:45+00:00,22.96112,75.46977,19.1067,13157.0,14007.378
2021-10-27T16:49:13+00:00,22.33251,78.76608,19.09016,13196.0,14351.097
2021-10-27T17:20:57+00:00,22.16708,78.3254,19.1067,13155.0,14025.822
